,Freq,Author
644,1,高等学校经济学教学指导委员会秘书处
645,1,高等学校经济学类教学指导委员会金融与保险学科组
646,1,高等艺术教育教学研究中心
658,3,广东商学院
659,2,广东商学院法学院
660,1,广东商学院会计学院
661,1,广东商学院教务处
662,1,广东商学院金融学院
663,1,广东商学院经贸学院
664,1,广东商学院经贸学院国际商务系
665,1,广东商学院民营经济研究所
666,1,广东商学院信息管理学院
667,1,广东商学院信息学院
668,1,广东商学院学生处就业指导中心
672,1,广东省教育厅
673,1,广东省教育厅高等教育处
677,1,广东药学院
678,2,广东药学院教务处
679,1,广东药学院教学研究科
680,1,广东药学院生命科学与生物制药学院
705,1,广西壮族自治区教育厅高等教育处
725,1,贵州财经学院高等教育研究与评估中心
742,3,国防科技大学
743,1,国防科技大学电子科学与工程学院
744,5,国防科技大学计算机学院
745,2,国防科学技术大学
746,1,国防科学技术大学机电工程与自动化学院
747,1,国防科学技术大学计算机学院
748,1,国防科学技术大学计算机学院网络工程教研室
749,2,国防科学技术大学理学院数学与系统科学系
750,1,国防科学技术大学训练部军事教育和教学评估研究室
753,1,国际经济贸易学院
754,2,国家大学生文化素质教育基地
755,1,国家大学生文化素质教育基地办公室
756,1,国家大学生文化素质教育基地哲学所
757,1,国家电工电子实验教学示范中心
758,1,国家级电工电子实验教学示范中心
759,1,国家级电工电子实验示范中心
760,1,国家级机械实验教学示范中心
761,1,国家级计算机实验教学示范中心
762,1,国家教育发展研究中心高等教育研究室
763,1,国家教育行政学院教研部
764,1,国家教育行政学院教育管理教研部
765,1,国家文化发展国际战略研究院
766,1,国家语言文字工作委员会
767,1,国家自然科学基金委员会计划局
768,1,国务院学位委员会法学学科评议组
806,1,哈尔滨建筑大学
821,2,哈佛大学
822,1,哈佛大学工程和应用物理学院
823,1,哈佛大学教育学院
824,1,海军兵种指挥学院中校
825,1,海军工程大学教务处
826,1,海军航空工程学院
831,1,海南师范学院
840,1,杭州师范学院
897,1,河南财经学院国际经贸学院
917,1,河南机电高专党委
918,1,河南教育学院文学院
937,1,河南商业高等专科学校工商管理系
938,1,河南省教育厅毕业生就业指导中心
946,1,河套大学汉语言文学系
948,1,黑龙江畜牧兽医职业学院市场营销教研室
996,1,湖北省道德与文明研究中心
998,1,湖北文学理论与批评研究中心
1030,1,湖南大众传媒学院
1059,1,湖南女子大学
1060,1,湖南女子大学旅游系
1065,1,湖南省第一师范学校数理系
1066,1,湖南省第一师范专科学校
1067,1,湖南省高校化学实验教学示范中心联席会
1151,1,华西医科大学
1171,1,华中理工大学
1172,1,华中理工大学汉口分校
1217,1,化学类专业教学指导分委员会
1219,1,怀化医专
1220,1,淮北煤炭师范学院
1221,3,淮北煤炭师范学院教务处
1222,1,淮北煤炭师范学院教务处质量管理科
1223,1,淮北煤炭师范学院评价办
1224,1,淮北煤炭师范学院生命科学学院
1242,1,环境科学与工程类专业教学指导委员会
1246,1,火箭军工程大学
1290,1,吉林建筑工程学院
1294,1,吉林省教育厅
1295,1,吉林省教育厅高等教育处
1341,1,建设部工程管理专业指导委员会
1342,1,剑桥大学
1358,1,江苏工业学院教学质量监控中心
1359,1,江苏工业学院数理学院
1360,1,江苏广播电视大学江文化艺术系
1367,1,江苏联合学院商务分院
1370,1,江苏省高校哲学科学重点研究基地艺术学研究中心
1371,1,江苏省教育科学研究院
1372,3,江苏省教育厅
1373,1,江苏省教育厅高等教育处
1374,1,江苏省教育厅研究生处
1375,1,江苏省审计信息工程重点建设实验室（南京审计学院）
1376,1,江苏省委教育工委
1377,1,江苏省中国特色社会主义研究基地
1388,1,江西教育学院
1389,1,江西井冈山学院
1391,1,江西上饶师范专科学校
1398,1,焦作工学院
1399,1,"教育部""卓越工程师教育培养计划""专家组"
1400,1,教育部财政学类专业教学指导委员会
1401,4,教育部大学外语教学指导委员会
1402,1,教育部电子商务专业教学指导委员会
1403,1,教育部法学特色专业建设点
1404,4,教育部高等教育教学评估中心
1405,1,教育部高等教育教学评估中心专业与专项评估处
1406,25,教育部高等教育司
1407,1,教育部高等教育司高职与高专教育处
1408,2,教育部高等教育司理工处
1409,3,教育部高等教育司理工科教育处
1410,2,教育部高等学校财政学类专业教学指导委员会
1411,1,教育部高等学校大气科学类专业教学指导委员会
1412,1,教育部高等学校大学化学课程教学指导委员会
1413,10,教育部高等学校大学计算机课程教学指导委员会
1414,1,教育部高等学校大学数学课程教学指导委员会
1415,2,教育部高等学校大学外语教学指导委员会
1416,2,教育部高等学校大学物理课程教学指导委员会
1417,2,教育部高等学校地理科学类专业教学指导分委员会
1418,2,教育部高等学校地理科学类专业教学指导委员会
1419,7,教育部高等学校地球科学教学指导委员会
1420,1,教育部高等学校地球科学教学指导委员会地理科学类专业教学指导分委员会
1421,5,教育部高等学校地质类专业教学指导委员会
1422,6,教育部高等学校地质学类专业教学指导委员会
1423,1,教育部高等学校电工电子教学指导委员会
1424,1,教育部高等学校电气工程及其自动化专业教学指导分委员会
1425,1,教育部高等学校电气类专业教学指导委员会
1426,1,教育部高等学校电子商务类专业教学指导委员会
1427,1,教育部高等学校电子商务专业教学指导委员会
1428,1,教育部高等学校动画、数字媒体专业教学指导委员会
1429,1,教育部高等学校法学教学指导委员会
1430,4,教育部高等学校法学类专业教学指导委员会
1431,1,教育部高等学校法学学科教学指导委员会
1432,1,教育部高等学校海洋工程类专业教学指导委员会
1433,4,教育部高等学校化工类专业教学指导委员会
1434,1,教育部高等学校化学工程与工艺专业教学指导分委员会
1435,6,教育部高等学校化学类专业教学指导委员会
1436,1,教育部高等学校化学与化工学科教学指导委员会
1437,1,教育部高等学校化学与化工学科教学指导委员会化学类专业教学指导分委员会
1438,1,教育部高等学校环境科学与工程教学指导委员会
1439,2,教育部高等学校环境科学与工程类专业教学指导委员会
1440,3,教育部高等学校机械基础课程教学指导委员会
1441,1,教育部高等学校机械学科教学指导委员会
1442,10,教育部高等学校计算机基础课程教学指导委员会
1443,1,教育部高等学校计算机基础课程教学指导委员会理工分委员会
1444,2,教育部高等学校计算机基础课程教学指导委员会理工类计算机基础课程教学指导分委员会
1445,1,教育部高等学校计算机科学与技术教学指导委员会
1446,1,教育部高等学校计算机科学与技术教学指导委员会软件工程专业教学指导分委员会
1447,7,教育部高等学校计算机科学与技术专业教学指导分委员会
1448,12,教育部高等学校计算机类专业教学指导委员会
1449,1,教育部高等学校交通运输类专业教学指导委员会
1450,1,教育部高等学校教育技术与方法专业教学指导委员会学习科学教学指导分委员会
1451,1,教育部高等学校经济学教学指导委员会金融专业委员会
1452,1,教育部高等学校经济学科教学指导委员会
1453,1,教育部高等学校经济学类学科教学指导委员会
1454,4,教育部高等学校经济学类专业教学指导委员会
1455,2,教育部高等学校经济与贸易类专业教学指导委员会
1456,1,教育部高等学校力学基础课程教学指导分委员会
1457,1,教育部高等学校力学基础课程教学指导委员会
1458,1,教育部高等学校力学类专业教学指导委员会
1459,1,教育部高等学校旅游管理类专业教学指导委员会
1460,6,教育部高等学校软件工程专业教学指导委员会
1461,1,教育部高等学校生物科学与工程教学指导委员会
1462,1,教育部高等学校实验教学指导委员会
1463,2,教育部高等学校实验室建设指导委员会
1464,3,教育部高等学校数学与统计学教学指导委员会
1465,1,教育部高等学校统计学类专业教学指导委员会
1466,1,教育部高等学校图书馆学学科教学指导委员会
1467,1,教育部高等学校外国语言文学类专业教学指导委员会
1468,4,教育部高等学校文化素质教育指导委员会
1469,2,教育部高等学校文科计算机基础教学指导委员会
1470,3,教育部高等学校新闻传播学类专业教学指导委员会
1471,1,教育部高等学校药学类教学指导委员会
1472,1,教育部高等学校音乐与舞蹈类专业教学指导委员会
1473,1,教育部高等学校音乐与舞蹈学类本科专业教学指导委员会
1474,1,教育部高等学校印刷包装教学指导委员会
1475,1,教育部高等学校哲学类专业教学指导委员会
1476,1,教育部高等学校中国语言文学类教学指导委员会
1477,1,教育部高等学校中文教学指导委员会
1478,1,教育部高等学校中文学科教学指导委员会
1479,1,教育部高等学校中医学教学指导委员会
1480,1,教育部高等学校自动化类专业教学指导委员会
1481,1,教育部高等学校自动化专业教学指导分委员会
1482,1,教育部高教司
1483,2,教育部高教司财经政法处
1484,1,教育部高教司理工处
1485,1,教育部高校服装设计与工程专业教学指导委员会
1486,2,教育部工程图学教学指导委员会
1487,1,教育部工程训练课程教学指导委员会
1488,1,教育部公共管理类学科专业教学指导委员会
1489,1,教育部国家级大学生创新创业训练计划专家工作组
1490,1,教育部机械基础课程教学指导委员会
1491,2,教育部基础力学课程教学指导委员会
1492,1,教育部计算机科学与技术专业教学指导分委员会
1493,1,教育部教育发展研究中心
1494,1,教育部经济学学科专业教学指导委员会
1495,1,教育部考试中心
1497,1,教育部社会科学委员会哲学学部
1498,1,教育部社会科学研究与思想政治工作司
1499,1,教育部社政司
1500,1,教育部省部共建工作研究中心
1501,1,教育部师范教育司
1502,1,教育部数学与统计学教学指导委员会统计学专业分委员会
1503,1,教育部思想政治工作司
1504,1,教育部外国语言文学类专业教学指导委员会
1505,1,教育部物流类专业教学指导委员会
1506,1,教育部艺术教育委员会
1507,1,教育部语言文字信息司
1508,1,教育部语言文字应用研究所
1509,1,教育部预防医学专业教学指导分委员会
1510,1,教育部职业技术教育中心教师资源研究室
1511,1,教育部职业教育与成人教育司高职与高专教育处
1512,1,教育部中文教学指导委员会
1513,3,教育部中文学科教学指导委员会
1514,1,教育研究与评估中心
1515,3,解放军理工大学
1516,1,解放军理工大学工程兵工程学院
1517,1,解放军理工大学指挥自动化学院
1518,1,解放军外国语学院英语系
1519,1,解放军信息工程大学地理空间信息学院
1520,1,解放军信息工程大学教务办
1532,1,景德镇陶瓷学院
1533,1,景德镇陶瓷学院毕业生就业指导服务中心
1540,1,口腔医学类专业教学指导委员会
1543,1,昆明师范专科学校
1544,1,昆明市教育局
1564,1,兰州商学院
1582,1,辽宁省教育厅
1584,1,辽宁医学院体育部
1589,3,临沂师范学院
1590,1,临沂师范学院外国语学院
1591,2,零陵学院
1595,1,吕梁高等专科学校历史文化系
1596,1,美国波特兰太平洋大学
1597,1,美国俄亥俄州瑞欧戈兰大学评估办公室
1598,1,美国费佛尔大学文学院
1599,1,美国肯塔基大学公共卫生学院
1600,1,美国洛杉矶加利福尼亚大学（UCLA）
1601,1,美国南加州大学马歇尔商学院
1602,1,美国乔治?华盛顿大学
1603,1,美国伍斯特理工学院
1604,1,美国伍斯特理工学院（WPI）机械系
1608,1,免费师范生院
1622,1,南昌航空工业学院
1726,1,南京化工职业技术学院
1750,1,南京利马科技有限公司
1771,1,南京森林公安高等专科学校
1774,12,南京审计学院
1775,1,南京审计学院党委
1776,1,南京审计学院对外汉语系
1777,1,南京审计学院高等教育研究所
1778,1,南京审计学院公共经济学院
1779,1,南京审计学院管理系
1780,1,南京审计学院管理学院
1781,1,南京审计学院国际审计学院
1782,1,南京审计学院教务处
1783,1,南京审计学院教务处教学管理科
1784,1,南京审计学院科研处
1808,1,南京特殊教育职业技术学院
1864,1,南平师范高等专科学校
1867,1,南通纺织职业技术学院
1868,2,南通师范学院
1871,1,内蒙古财经学院工商管理学院
1908,1,宁波广播电视大学教务处
1914,1,欧美同学会
1917,1,炮兵学院
1918,1,培正商学院
1924,1,齐齐哈尔师范高等专科学校
1926,1,强度与振动教育部重点实验室
1931,4,青岛海洋大学
1988,1,曲靖师范专科学校
1989,1,全国大学生数学建模竞赛组委会
1990,1,全国法律专业学位研究生教育指导委员会
1991,1,全国高等学校工程管理专业指导委员会
1992,1,全国高等学校计算机教育研究会
1993,5,全国高等学校教学研究会
1994,8,全国高等学校教学研究中心
1995,1,"全国高等学校教学研究中心""爱课程""中心"
1996,2,全国高等学校教学研究中心办公室
1997,1,全国高等学校教学研究中心教材建设研究
1998,1,全国高等学校教学研究中心教材建设研究室
1999,1,全国高等学校教学研究中心教材研究室
2000,1,全国高等职业技术教育研究会
2001,1,全国高校计算机教育研究会
2002,2,全国人大
2003,1,全国政协
2005,1,人力资源和社会保障部职业技能鉴定中心
2007,1,瑞典卡尔斯塔德大学
2041,1,山东财政学院
2078,1,山东教育学院
2079,1,山东教育学院计算机科学与技术系
2080,1,山东经济学院教务处
2081,1,山东经济学院教务处教学研究科
2082,1,山东经济学院实验教学管理中心
2085,1,山东莱阳农学院
2114,1,山西吕梁高等专科学校
2121,1,山西省教育厅
2122,1,山西省吕梁高等专科学校离石师范分校党委
2136,1,陕西理工学院
2154,1,商务部条约法律司
2180,5,上海对外贸易学院
2181,1,上海对外贸易学院高教研究所
2182,1,上海对外贸易学院国际经贸学院
2183,1,上海对外贸易学院金融管理学院
2184,2,上海高校大学英语教学指导委员会
2188,1,上海公安高等专科学校办公室
2193,1,上海海运学院
2228,1,上海金融学院会计学院
2229,1,上海金融学院教务处
2244,3,上海市教育评估院
2245,1,上海市教育委员会
2246,1,上海市教育委员会高等教育处
2253,3,上海应用技术学院
2254,2,上海应用技术学院教务处
2285,1,沈阳航空工业学院
2296,1,生命科学技术学院
2297,1,生命科学技术学院基地
2305,2,石油大学
2306,2,石油大学（华东）
2307,1,实验教学指导委员会
2308,1,实验室建设指导委员会
2309,1,食品安全治理协同创新中心办公室
2315,1,首都经贸大学
2316,1,首都经贸大学会计学院
2326,1,树人大学管理学院
2327,1,数学基础课程教学指导分委员会
2328,1,数学类专业教学指导委员会
2329,1,思科系统（中国）公司
2358,1,四川省教育厅高教处
2365,1,四川师范学院
2372,1,苏州工业园区服务外包职业学院合作交流处
2373,1,"台湾""中央研究院"""
2374,1,台湾东海大学
2375,1,台湾东吴大学
2376,1,台湾明新科技大学
2394,1,特约记者
2418,2,天津化学化工协同创新中心
2426,1,天津市教育委员会高等教育处
2430,1,天津职业大学
2478,2,温州师范学院
2479,1,温州师范学院教育技术系
2483,1,温州医学院外国语学院
2546,1,武汉科技学院
2547,1,武汉科技学院理学院
2548,2,武汉科技学院人文社科学院
2549,1,武汉科技学院数字化教学资源研究开发中心
2564,1,西安工程科技学院
2619,1,西安邮电学院
2677,1,西藏民族学院教育学院
2713,3,西南师范大学
2718,1,西南石油学院
2726,1,悉尼大学
2727,1,香港城市大学法学院
2728,1,香港浸会大学
2729,2,香港科技大学
2730,1,香港岭南大学中国语文教学与测试中心
2731,3,香港中文大学
2738,1,湘潭机电高等专科学校
2739,3,湘潭师范学院
2740,1,襄樊职业技术学院信息技术系
2741,2,孝感学院教务处
2742,1,孝感学院院长办公室
2749,1,新疆教育学院
2753,1,新西兰奥克兰大学教育学院
2764,1,徐州建筑职业技术学院学报编辑部
2765,4,徐州师范大学
2766,2,徐州师范大学数学科学学院
2767,1,徐州师范大学外国语学院
2768,1,徐州师范大学信息传播学院
2802,1,央财经大学
2821,1,扬州商务高等职业学校
2826,1,优集学院
2828,1,元培学院
2829,1,原长沙铁道学院
2830,1,岳阳师范学院
2834,1,云南财贸学院
2848,4,湛江师范学院
2849,1,湛江师范学院党委
2850,2,湛江师范学院教育科学学院
2851,1,湛江师范学院人文学院
2852,1,漳州师范学院
2853,1,漳州师范学院教师教育学院
2854,1,漳州师范学院教育科学研究所
2855,3,漳州师范学院外语系
2856,1,漳州师范学院物理与电子信息工程系
2857,1,漳州师范学院中华语言文化研究所
2872,1,长春师范学院
2873,1,长春师范学院高教研究所
2874,1,长春师范学院研究生部
2875,1,长青学院
2876,2,长沙大学
2877,1,长沙大学计算机科学与技术系
2878,1,长沙交通学院
2895,1,肇庆工商职业技术学院
2900,1,浙江财经学院
2901,1,浙江财经学院法学院
2902,1,浙江财经学院现代教育技术中心
2978,1,浙江广播电视大学
2980,1,浙江海洋学院
2981,1,浙江海洋学院东海科学技术学院
2982,1,浙江海洋学院发展规划处
2983,1,浙江海洋学院海运学院
2984,1,浙江海洋学院教师教育中心
2985,4,浙江海洋学院教务处
2986,1,浙江海洋学院教务处教务科
2987,1,浙江海洋学院水产学院
3026,1,浙江省部共建办公室
3027,1,浙江省地矿厅
3028,1,浙江省高等教育学会
3030,3,浙江省教育厅
3031,1,浙江省教育厅高教处
3032,1,浙江省社会科学界联合会
3033,2,浙江省社科联
3034,1,浙江省委教育工委
3051,6,浙江树人大学
3052,1,浙江树人大学城建学院
3053,2,浙江树人大学计算机科学与技术专业教研室
3054,11,浙江树人大学教务处
3055,1,浙江树人大学民办高等教育研究院
3056,1,浙江树人大学人文学院
3057,1,浙江树人大学现代教育技术中心
3089,1,中共福建省委教育工委
3090,1,中国GIS协会教育与科普工作委员会
3091,1,中国保险学会
3092,1,中国兵器装备集团公司
3093,1,中国财税法学研究会
3094,1,中国传播学会
3105,1,中国大学暑期学校项目办公室
3116,1,中国法学会
3117,4,中国法学会法学教育研究会
3118,2,中国法学教育研究会
3119,12,中国高等教育学会
3120,1,中国高等教育学会工程教育专业委员会
3121,1,中国高等教育学会新闻学与传播学专业委员会
3122,1,中国高等教育学会职教分会
3123,1,中国高等院校市场学研究会
3124,1,中国高教学会
3125,1,中国高教学会会长
3126,22,中国工程院
3127,1,中国工程院学部二处
3128,1,中国工程院院长
3138,1,中国会计学会
3142,1,中国计量学院
3143,2,中国计量学院法学院
3144,1,中国计量学院机电工程学院
3145,1,中国计量学院计量测试工程学院
3146,1,中国计量学院计算机软件研究所
3147,1,中国计量学院教务处
3148,4,中国计量学院经济与管理学院
3149,1,中国计量学院经济与管理学院总支
3150,1,中国计量学院数学系
3151,2,中国计量学院信息工程学院
3152,1,中国计算机学会
3153,1,中国纪检监察学院
3154,1,中国建设银行机构业务部
3155,1,中国教育技术协会学术委员会
3156,4,中国教育学会
3157,3,中国科技大学
3158,1,中国科协
3173,34,中国科学院
3174,1,中国科学院地理研究所
3175,1,中国科学院数学研究所
3176,1,中国科学院数学与系统科学研究院
3177,1,中国科学院研究生院
3178,1,中国科学院研究生院党委宣传部
3179,1,中国科学院研究生院人文学院
3242,1,中国人民解放军理工大学
3243,1,中国人民解放军理工大学指挥信息系统学院
3244,1,中国人民解放军理工大学指挥自动化学院
3245,1,中国人民解放军陆军军官学院数学教研室
3246,1,中国人民银行郑州培训学院
3247,1,中国少数民族音乐学会
3248,1,中国社会科学院
3249,1,中国社会科学院法学研究所
3250,1,中国社会科学院文学研究所
3251,1,中国社会科学院新闻与传播研究所
3252,1,中国石油大学
3272,1,中国特色社会主义经济建设协同创新中心
3273,1,中国外国文学学会教学研究会
3274,1,中国文字学会
3275,1,中国戏曲表演学会高校京剧委员会
3282,1,中国音协
3298,1,中国驻爱尔兰使馆教育组
3299,1,中国驻澳大利亚大使馆教育组
3300,1,中国驻纽约总领馆教育组
3301,1,中国驻纽约总领馆教育组办公室
3305,1,中华全国美学学会
3306,1,中华书局
3307,1,中华文化发展湖北省协同创新中心
3381,1,中央广播电视大学
3382,1,中央广播电视大学艺术教研室
3383,1,中央教育科学研究所
3420,1,重庆工学院
3434,2,竺可桢学院
