Freq,Burst,Centrality,Sigma,PageRank,Keyword,Author,Year,Title,Source,Vol,Page,Half-life,ClusterID
1,,0,1,0,,安庆师范学院教育学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,安庆师范学院外国语学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,安庆医药高等专科学校,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,安庆医药高等专科学校教务处,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,澳大利亚纽卡斯尔大学教育学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,澳门大学科技学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,澳门科技大学,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,澳门科技大学行政与管理学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,澳门科技大学基础部,2008,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,澳门理工学院,2002,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,白求恩医科大学,1999,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,蚌埠学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,蚌埠学院教务处,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,保山学院教务处,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北方工业大学文法学院中文系,2010,<html><b>...</b></html>,SO,0,0,0,-1
6,3.61,0,1,0,,北方交通大学,2000,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北华大学,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北华大学林学院,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北华航天工业学院计算机科学与工程系,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京城市学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
68,19.66,0,1,0,,北京大学,1999,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京大学“元培计划”学生学习指导委员会,2002,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学财经法研究中心,2014,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学城市与环境学院地理科学研究中心,2009,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京大学党委,2002,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学地球与空间科学学院,2005,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,北京大学对外汉语教育学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学法学院,2008,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北京大学国家发展研究院,2017,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,北京大学化学与分子工程学院,2005,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京大学环境科学与工程学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学教师教学发展中心,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学教授、中国科学院院士,2001,<html><b>...</b></html>,SO,0,0,0,-1
10,,0,1,0,,北京大学教务部,2005,<html><b>...</b></html>,SO,0,0,9,-1
2,,0,1,0,,北京大学教务部教务办公室,2009,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京大学教务部评估办公室,2015,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京大学教务长办公室,2014,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京大学教育经济研究所,2014,<html><b>...</b></html>,SO,0,0,0,-1
10,3.29,0,1,0,,北京大学教育学院,2012,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京大学考古学系,2002,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学考试研究院,2015,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,北京大学慕课工作组,2014,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京大学软件与微电子学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学社会科学部,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学生命学院教学实验中心,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学数学科学学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学数学科学学院金融数学系,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学数学学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学文化产业研究院,2017,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京大学物理学院,2005,<html><b>...</b></html>,SO,0,0,3,-1
4,,0,1,0,,北京大学现代教育技术中心,2009,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,北京大学心理与认知科学学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学信息技术学院计算机实验教学中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
14,,0,1,0,,北京大学信息科学技术学院,2008,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,北京大学学科建设办公室,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学艺术学系,2002,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,北京大学艺术学院,2009,<html><b>...</b></html>,SO,0,0,8,-1
1,,0,1,0,,北京大学艺术学院美术学系,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学艺术学院影视学系,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学英语系,2003,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京大学元培学院,2010,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北京大学元培学院党委,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学元培学院教务部,2010,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学招生办公室,2005,<html><b>...</b></html>,SO,0,0,10,-1
11,,0,1,0,,北京大学哲学系,2006,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,北京大学哲学系/外国哲学研究所,2014,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京大学中国古文献研究中心,2013,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京大学中国语言学研究中心,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京大学中国语言学研究中心/中文系,2018,<html><b>...</b></html>,SO,0,0,0,-1
14,,0,1,0,,北京大学中文系,2005,<html><b>...</b></html>,SO,0,0,7,-1
4,,0,1,0,,北京第二外国语学院,2007,<html><b>...</b></html>,SO,0,0,7,-1
1,,0,1,0,,北京第二外国语学院法政学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院国际传播学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院国际经济贸易学院,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院国际文化贸易暨服务贸易研究中心,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院计算机教研室,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院教育技术中心,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院教育技术中心计算机教研室,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院经贸与会展学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京第二外国语学院通识教育学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京电影学院动画学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京电子科技职业学院,2010,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,北京工商大学,2003,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工商大学保险学系,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工商大学保险研究中心,2012,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京工商大学法学院,2006,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北京工商大学法学院综合法学教研室,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工商大学商学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工商大学艺术与传媒学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工商大学艺术与传媒学院中文教研部,2011,<html><b>...</b></html>,SO,0,0,0,-1
8,,0,1,0,,北京工业大学,2005,<html><b>...</b></html>,SO,0,0,8,-1
1,,0,1,0,,北京工业大学材料科学与工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学材料学院党委,2010,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京工业大学党委,2014,<html><b>...</b></html>,SO,0,0,2,-1
2,,0,1,0,,北京工业大学党委组织部,2012,<html><b>...</b></html>,SO,0,0,1,-1
3,,0,1,0,,北京工业大学高等教育研究所,2012,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,北京工业大学后勤处,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学环境与能源工程学院,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学环境与能源工程学院化学化工系,2011,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京工业大学机电学院,2006,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京工业大学计算机系统结构系,2008,<html><b>...</b></html>,SO,0,0,0,-1
9,,0,1,0,,北京工业大学计算机学院,2005,<html><b>...</b></html>,SO,0,0,3,-1
6,,0,1,0,,北京工业大学建筑工程学院,2008,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京工业大学建筑与城市规划学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
7,3.57,0,1,0,,北京工业大学教师教学发展中心工作委员会,2015,<html><b>...</b></html>,SO,0,0,1,-1
11,,0,1,0,,北京工业大学教务处,2007,<html><b>...</b></html>,SO,0,0,4,-1
3,,0,1,0,,北京工业大学经济与管理学院,2007,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京工业大学经济与管理学院党委,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学就业创业指导中心,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学人文学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学软件学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京工业大学实验学院,2014,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京工业大学实验学院外语教研室,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学数理学院,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学学生工作部,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学研究生院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京工业大学艺术设计学院公共文化课教学部,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京广播学院,2000,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京国际汉语学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
23,7.24,0,1,0,,北京航空航天大学,1999,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京航空航天大学材料学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学法学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
7,,0,1,0,,北京航空航天大学高等教育研究所,2005,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京航空航天大学公共管理学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学航空科学与工程学院动力学与控制系,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学机械工程及自动化学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京航空航天大学计算机学院,2006,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,北京航空航天大学教务处,2009,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京航空航天大学理学院,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学马克思主义学院,2018,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京航空航天大学能源与动力工程学院,2008,<html><b>...</b></html>,SO,0,0,6,-1
2,,0,1,0,,北京航空航天大学人文学院,2007,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北京航空航天大学人文学院艺术教育中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学数学与系统科学学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学体育教研部,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学物理学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学学习与发展中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学仪器科学与光电工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京航空航天大学中法工程师学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京华文学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
15,4.68,0,1,0,,北京化工大学,2001,<html><b>...</b></html>,SO,0,0,4,-1
2,,0,1,0,,北京化工大学高等教育研究所,2008,<html><b>...</b></html>,SO,0,0,8,-1
1,,0,1,0,,北京化工大学国家大学生文化素质教育基地,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京化工大学化学教学实验中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
10,,0,1,0,,北京化工大学教务处,2007,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京化工大学教务处教务科,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京化工大学经管学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,北京化工大学经济管理学院,2006,<html><b>...</b></html>,SO,0,0,3,-1
4,,0,1,0,,北京化工大学理学院,2008,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,北京化工大学理学院数学系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京化工大学理学院应用化学系,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京化工大学人文教育研究中心,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京化工大学文法学院,2007,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京化工大学信息科学与技术学院,2007,<html><b>...</b></html>,SO,0,0,1,-1
3,,0,1,0,,北京化工大学信息科学与技术学院计算机系,2008,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,北京化工大学学工部,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京建筑工程学院理学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京建筑工程学院人文社会科学系,2006,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,北京交通大学,2003,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京交通大学党委,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学电工电子实验教学示范中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京交通大学电子信息工程学院,2009,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京交通大学电子与信息工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学法学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学国家电工电子实验教学示范中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学国家工科基础课程电工电子教学基地,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学计算机学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,北京交通大学计算机与信息技术学院,2007,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,北京交通大学计算机与信息技术学院计算机基础教学基地,2009,<html><b>...</b></html>,SO,0,0,1,-1
6,,0,1,0,,北京交通大学教务处,2008,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京交通大学教务处教研科,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学教务处综合科,2009,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京交通大学经济管理学院,2006,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京交通大学经济管理学院会计系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学理学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学软件学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学实验室与设备管理处,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京交通大学土木建筑工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京交通大学学校办公室,2012,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,北京交通大学语言与传播学院,2014,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京教育科学研究院高等教育科学研究所,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京教育科学研究院高教所,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京经济管理职业学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
9,,0,1,0,,北京科技大学,2000,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,北京科技大学材料科学与工程学院,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学党委,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学管理学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学管庄校区,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京科技大学机械工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学计算机与通信工程学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学教务处,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学经济管理学院工商管理系,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学经济管理学院企业管理系,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学生物科学与技术系,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学数理学院,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学数理学院应用数学系,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学外国语学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学外国语学院英语系,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学文法学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学新材料技术研究院,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学信息工程学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学学生就业指导中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学招生就业处,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京科技大学自然科学实验中心,2010,<html><b>...</b></html>,SO,0,0,0,-1
11,4.29,0,1,0,,北京理工大学,2002,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,北京理工大学党委,2007,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京理工大学党委宣传部,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京理工大学工程训练中心,2008,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京理工大学管理与经济学院,2011,<html><b>...</b></html>,SO,0,0,1,-1
2,,0,1,0,,北京理工大学计算机学院,2015,<html><b>...</b></html>,SO,0,0,1,-1
2,,0,1,0,,北京理工大学教务处,2008,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京理工大学教务处本科生国际教育办公室,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京理工大学理学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京理工大学理学院大学物理教研室,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京理工大学理学院物理系,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京理工大学人文学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京理工大学软件学院,2014,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,北京理工大学软件学院数字媒体系,2014,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京理工大学实验室与设备管理处,2009,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京理工大学物理学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京理工大学自动化学院,2016,<html><b>...</b></html>,SO,0,0,1,-1
10,,0,1,0,,北京联合大学,2001,<html><b>...</b></html>,SO,0,0,11,-1
2,,0,1,0,,北京联合大学高职处,2011,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京联合大学管理学院,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京联合大学基础部数学教研室,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京联合大学教师教学发展中心办公室,2012,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,北京联合大学教务处,2009,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,北京联合大学教务处教学科,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京联合大学旅游学院党委,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京联合大学实训基地,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京联合大学信息学院,2011,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京联合大学应用科技学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,北京林业大学马克思主义学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,北京林业大学生物科学与技术学院,2005,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,北京青年政治学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
40,16.59,0,1,0,,北京师范大学,1999,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,北京师范大学比较教育研究中心,2005,<html><b>...</b></html>,SO,0,0,0,-1
